refcat,refcat_parcela,municipio,sigla_via,via,planta,puerta,escalera,clase_bien,uso,clave_uso,valor_catastral_eur,valor_suelo_eur,valor_construccion_eur,base_liquidable_eur,tipo_impositivo,cuota_ibi_eur,exento,bonificado,tasa_basura_eur,tasa_basura_registros,tiene_padron_tasas
4617810UK5341N0001OL,4617810UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA Z RECREATIVA 0001,OD,OS,T,UR,Ocio y Hostelería,G,339001.85,99823.44,239178.41,339001.85,0.42,1423.81,N,,,0,0
4624721UK5342S0001TZ,4624721UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0005,OD,OS,T,UR,Ocio y Hostelería,G,66130.37,59574.22,6556.15,66130.37,0.42,277.75,N,,,0,0
2670135UK5327S0001WY,2670135UK5327S,SAN ROMAN DE LOS MONTES,CL,ABAJO 0007,OD,OS,T,UR,Industrial,I,4465.60,2114.57,2351.03,4465.60,0.42,18.76,N,,,0,0
3118813UK5331N0001XG,3118813UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0001,OD,OS,T,UR,Industrial,I,64445.49,20491.96,43953.53,64445.49,0.42,270.67,N,,,0,0
4624756UK5342S0001OZ,4624756UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR ALBORAN 0124,OD,OS,T,UR,Industrial,I,734.95,351.23,383.72,734.95,0.42,3.09,S,,,0,0
4624766UK5342S0001EZ,4624766UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR ALBORAN 0009,OD,OS,T,UR,Industrial,I,700.07,351.23,348.84,700.07,0.42,2.94,S,,,0,0
2272501UK5327S0001LY,2272501UK5327S,SAN ROMAN DE LOS MONTES,CR,TALAVERA-SM VALDEIGLESIAS 0033,OD,OS,T,UR,Industrial,I,27513.03,24658.65,2854.38,27513.03,0.42,115.55,N,,,0,0
2266310UK5326N0001RR,2266310UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0022,UE,LO,S,UR,Industrial,I,23611.64,15065.27,8546.37,23611.64,0.42,99.17,N,,,0,0
2472619UK5327S0001RY,2472619UK5327S,SAN ROMAN DE LOS MONTES,CL,VIRGEN DEL BUEN CAMINO 0045,OD,OS,T,UR,Industrial,I,1859.02,1706.53,152.49,1859.02,0.42,7.81,N,,,0,0
2568530UK5326N0001OR,2568530UK5326N,SAN ROMAN DE LOS MONTES,AV,SERRANILLOS 0001,OD,OS,T,UR,Industrial,I,32680.81,23014.75,9666.06,32680.81,0.42,137.26,N,,,0,0
3741902UK5334S0001XT,3741902UK5334S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0079,OD,OS,T,UR,Industrial,I,25146.83,4425.89,20720.94,25146.83,0.42,105.62,N,,,0,0
2266316UK5326N0001SR,2266316UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0034,OD,OS,T,UR,Industrial,I,4037.92,2653.97,1383.95,4037.92,0.42,16.96,N,,,0,0
2568536UK5326N0001JR,2568536UK5326N,SAN ROMAN DE LOS MONTES,CL,IGLESIA 0017,OD,OS,T,UR,Industrial,I,30747.37,16793.87,13953.50,30747.37,0.42,129.14,N,,,0,0
4821307UK5342S0001QZ,4821307UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SD 0037,OD,OS,T,UR,Industrial,I,19377.60,17099.47,2278.13,19377.60,0.42,81.39,N,,,0,0
2271513UK5327S0001EY,2271513UK5327S,SAN ROMAN DE LOS MONTES,CL,DR LOPEZ TIMONEDA 0015,OD,OS,T,UR,Industrial,I,22857.18,21729.50,1127.68,22857.18,0.42,96.00,N,,,0,0
4334921UK5343S0001EG,4334921UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0321,OD,OS,T,UR,Industrial,I,20673.53,16867.63,3805.90,20673.53,0.42,86.83,N,,,0,0
2266335UK5326N0001FR,2266335UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0006,OD,OS,T,UR,Industrial,I,361.64,105.35,256.29,361.64,0.42,1.52,S,,,0,0
2271808UK5327S0001BY,2271808UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0000,OD,OS,T,UR,Industrial,I,971.49,288.06,683.43,971.49,0.42,4.08,S,,,0,0
2368687UK5326N0001HR,2368687UK5326N,SAN ROMAN DE LOS MONTES,CL,CAMINO 0012,OD,OS,T,UR,Industrial,I,9231.59,1030.35,8201.24,9231.59,0.42,38.77,N,,,0,0
2371206UK5327S0001HY,2371206UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0011,OD,OS,T,UR,Industrial,I,2536.57,1967.04,569.53,2536.57,0.42,10.65,N,,,0,0
2472617UK5327N0001OZ,2472617UK5327N,SAN ROMAN DE LOS MONTES,TR,GILMO FRANCO 0001,OD,OS,T,UR,Industrial,I,1451.00,987.41,463.59,1451.00,0.42,6.09,N,,,0,0
2472616UK5327S0001MY,2472616UK5327S,SAN ROMAN DE LOS MONTES,TR,GILMO FRANCO 0005,OD,OS,T,UR,Industrial,I,7373.77,6989.33,384.44,7373.77,0.42,30.97,N,,50.00,1,1
4447215UK5344N0001DQ,4447215UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0451,OD,OS,T,UR,Industrial,I,12239.09,10467.62,1771.47,12239.09,0.42,51.40,N,,,0,0
2371208UK5327S0001AY,2371208UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0005,OD,OS,T,UR,Industrial,I,4595.65,3442.35,1153.30,4595.65,0.42,19.30,N,,,0,0
3252610UK5335S0001BX,3252610UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0134,OD,OS,T,UR,Industrial,I,16942.93,14482.56,2460.37,16942.93,0.42,71.16,N,,,0,0
4248610UK5344N0001TQ,4248610UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0523,OD,OS,T,UR,Industrial,I,18387.89,9276.83,9111.06,18387.89,0.42,77.23,N,,50.00,1,1
2471529UK5327S0001SY,2471529UK5327S,SAN ROMAN DE LOS MONTES,CL,VIRGEN DEL BUEN CAMINO 0040,OD,OS,T,UR,Industrial,I,540.56,472.22,68.34,540.56,0.42,2.27,S,,,0,0
4558409UK5345N0001EK,4558409UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0488,OD,OS,T,UR,Industrial,I,19430.81,10717.00,8713.81,19430.81,0.42,81.61,N,,50.00,1,1
3818409UK5331N0001PG,3818409UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0013,OD,OS,T,UR,Industrial,I,8727.02,7176.99,1550.03,8727.02,0.42,36.65,N,,,0,0
4056512UK5345N0001FK,4056512UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0331,OD,OS,T,UR,Industrial,I,19715.11,13256.65,6458.46,19715.11,0.42,82.80,N,,50.00,1,1
2538102UK5323N0001HX,2538102UK5323N,SAN ROMAN DE LOS MONTES,TN,SECTOR 7 5111,OD,OS,T,UR,Industrial,I,85653.51,63689.55,21963.96,85653.51,0.42,359.74,N,,,0,0
2070706UK5327S0001OY,2070706UK5327S,SAN ROMAN DE LOS MONTES,CR,TALAVERA-SM VALDEIGLESIAS 0009,OD,OS,T,UR,Industrial,I,8275.34,6919.87,1355.47,8275.34,0.42,34.76,N,,,0,0
2370414UK5327S0001KY,2370414UK5327S,SAN ROMAN DE LOS MONTES,CL,CASTILLO 0012,OD,OS,T,UR,Industrial,I,1270.35,934.33,336.02,1270.35,0.42,5.34,S,,50.00,1,1
3744712UK5334S0001MT,3744712UK5334S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0154,OD,OS,T,UR,Industrial,I,1459.70,545.13,914.57,1459.70,0.42,6.13,N,,,0,0
3727811UK5332N0001OO,3727811UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0278,OD,OS,T,UR,Industrial,I,27248.00,17457.76,9790.24,27248.00,0.42,114.44,N,,,0,0
2372627UK5327S0001AY,2372627UK5327S,SAN ROMAN DE LOS MONTES,CR,TALAVERA-SM VALDEIGLESIAS 0022,OD,OS,T,UR,Industrial,I,10137.62,9484.10,653.52,10137.62,0.42,42.58,N,,,0,0
2671108UK5327S0001YY,2671108UK5327S,SAN ROMAN DE LOS MONTES,CL,VIÑAS LAS 0010,OD,OS,T,UR,Industrial,I,23044.42,22067.11,977.31,23044.42,0.42,96.79,N,,,0,0
2670108UK5327S0001QY,2670108UK5327S,SAN ROMAN DE LOS MONTES,CL,HUERTAS 0012,OD,OS,T,UR,Industrial,I,30834.96,8196.11,22638.85,30834.96,0.42,129.51,N,,,0,0
3222425UK5332S0001GJ,3222425UK5332S,SAN ROMAN DE LOS MONTES,CL,CABO DE SAN ROQUE 0205,OD,OS,T,UR,Industrial,I,17637.99,15136.59,2501.40,17637.99,0.42,74.08,N,,,0,0
2070703UK5327S0001TY,2070703UK5327S,SAN ROMAN DE LOS MONTES,CR,SAN MARTIN TALAVERA 0032,OD,OS,T,UR,Industrial,I,5982.40,1721.16,4261.24,5982.40,0.42,25.13,N,,,0,0
3828606UK5332N0001EO,3828606UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0181,OD,OS,T,UR,Industrial,I,36537.22,13553.10,22984.12,36537.22,0.42,153.46,N,,,0,0
4243118UK5344S0001OO,4243118UK5344S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0242,OD,OS,T,UR,Industrial,I,26267.84,16257.83,10010.01,26267.84,0.42,110.32,N,,50.00,1,1
3252604UK5335S0001HX,3252604UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0128,OD,OS,T,UR,Industrial,I,29340.20,14001.32,15338.88,29340.20,0.42,123.23,N,,,0,0
4617811UK5341N0001KL,4617811UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA Z RECREATIVA 0001,OD,OS,T,UR,Industrial,I,10979.79,1898.20,9081.59,10979.79,0.42,46.12,N,,,0,0
4617821UK5341N0001SL,4617821UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA Z RECREATIVA 0001,OD,OS,T,UR,Industrial,I,5924.40,892.19,5032.21,5924.40,0.42,24.88,N,,,0,0
3857312UK5335N0001EF,3857312UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0304,OD,OS,T,UR,Industrial,I,23370.73,12951.04,10419.69,23370.73,0.42,98.16,N,,,0,0
4331426UK5343S0001DG,4331426UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0057,OD,OS,T,UR,Industrial,I,3275.01,1652.30,1622.71,3275.01,0.42,13.76,N,,,0,0
4624733UK5342S0001JZ,4624733UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR ALBORAN 0001,OD,OS,T,UR,Industrial,I,1650.75,702.50,948.25,1650.75,0.42,6.93,N,,,0,0
2570203UK5327S0001FY,2570203UK5327S,SAN ROMAN DE LOS MONTES,CL,ABAJO 0006,OD,OS,T,UR,Industrial,I,951.20,737.63,213.57,951.20,0.42,4.00,S,,,0,0
3921102UK5332S0001LJ,3921102UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0001,OD,OS,T,UR,Industrial,I,220849.86,37683.50,183166.36,220849.86,0.42,927.57,N,,50.00,1,1
2372654UK5327S0001SY,2372654UK5327S,SAN ROMAN DE LOS MONTES,CR,TALAVERA-SM VALDEIGLESIAS 0000,OD,OS,T,UR,Industrial,I,24479.82,16693.75,7786.07,24479.82,0.42,102.82,N,,,0,0
2670102UK5327S0001HY,2670102UK5327S,SAN ROMAN DE LOS MONTES,CL,HUERTAS 0004,OD,OS,T,UR,Industrial,I,1880.65,1721.16,159.49,1880.65,0.42,7.90,N,,,0,0
3118806UK5331N0001OG,3118806UK5331N,SAN ROMAN DE LOS MONTES,CL,CABO DE SAN ROQUE 0215,OD,OS,T,UR,Industrial,I,19075.36,11694.22,7381.14,19075.36,0.42,80.12,N,,50.00,1,1
4224923UK5342S0001JZ,4224923UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0043,OD,OS,T,UR,Industrial,I,7541.00,605.83,6935.17,7541.00,0.42,31.67,N,,,0,0
2271506UK5327S0001DY,2271506UK5327S,SAN ROMAN DE LOS MONTES,CL,VIRGEN DEL BUEN CAMINO 0011,OD,OS,T,UR,Industrial,I,6853.12,6049.52,803.60,6853.12,0.42,28.78,N,,,0,0
2266309UK5326N0001XR,2266309UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0020,OD,OS,T,UR,Industrial,I,23751.09,13172.35,10578.74,23751.09,0.42,99.75,N,,70.00,1,1
3828627UK5332N0001MO,3828627UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0178,OD,OS,T,UR,Industrial,I,3290.30,663.85,2626.45,3290.30,0.42,13.82,N,,,0,0
2471518UK5327S0001OY,2471518UK5327S,SAN ROMAN DE LOS MONTES,CL,REINA SOFIA 0027,OD,OS,T,UR,Industrial,I,10785.47,9589.45,1196.02,10785.47,0.42,45.30,N,,,0,0
3357820UK5335N0001HF,3357820UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0189,OD,OS,T,UR,Industrial,I,17566.61,14106.70,3459.91,17566.61,0.42,73.78,N,,,0,0
2372622UK5327S0001SY,2372622UK5327S,SAN ROMAN DE LOS MONTES,CR,TALAVERA-SM VALDEIGLESIAS 0000,OD,OS,T,UR,Industrial,I,23387.72,14000.74,9386.98,23387.72,0.42,98.23,N,,,0,0
45155A005401260001KO,45155A00540126,SAN ROMAN DE LOS MONTES,, 0000,OD,OS,T,UR,Industrial,I,20271.38,1024.09,19247.29,20271.38,0.42,85.14,N,,,0,0
4127202UK5342N0001GD,4127202UK5342N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S3 0148,OD,OS,T,UR,Industrial,I,17605.02,12402.37,5202.65,17605.02,0.42,73.94,N,,50.00,1,1
2472602UK5327S0001HY,2472602UK5327S,SAN ROMAN DE LOS MONTES,CR,CASTILLO BAYUELA 0002,OD,OS,T,UR,Industrial,I,1952.71,1678.24,274.47,1952.71,0.42,8.20,N,,,0,0
4452419UK5345S0001ZE,4452419UK5345S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0394,OD,OS,T,UR,Industrial,I,20044.19,17506.94,2537.25,20044.19,0.42,84.19,N,,50.00,1,1
2472633UK5327S0001UY,2472633UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0020,OD,OS,T,UR,Industrial,I,766.44,429.31,337.13,766.44,0.42,3.22,S,,,0,0
3552310UK5335S0001UX,3552310UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0173,OD,OS,T,UR,Industrial,I,29470.18,15515.27,13954.91,29470.18,0.42,123.77,N,,50.00,1,1
3313507UK5331S0001AM,3313507UK5331S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0003,OD,OS,T,UR,Industrial,I,16433.52,14497.30,1936.22,16433.52,0.42,69.02,N,,,0,0
2270403UK5327S0001MY,2270403UK5327S,SAN ROMAN DE LOS MONTES,CL,GRANADILLO 0015,OD,OS,T,UR,Industrial,I,4957.40,3305.75,1651.65,4957.40,0.42,20.82,N,,,0,0
2370103UK5327S0001EY,2370103UK5327S,SAN ROMAN DE LOS MONTES,CL,GRANADILLO 0008,OD,OS,T,UR,Industrial,I,5164.27,4655.94,508.33,5164.27,0.42,21.69,N,,,0,0
3317511UK5331N0001JG,3317511UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0170,OD,OS,T,UR,Industrial,I,19802.50,14497.30,5305.20,19802.50,0.42,83.17,N,,,0,0
2472634UK5327S0001HY,2472634UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0022,OD,OS,T,UR,Industrial,I,5442.00,3048.15,2393.85,5442.00,0.42,22.86,N,,,0,0
2271806UK5327S0001WY,2271806UK5327S,SAN ROMAN DE LOS MONTES,CL,VIRGEN DEL BUEN CAMINO 0006,OD,OS,T,UR,Industrial,I,6588.38,5620.18,968.20,6588.38,0.42,27.67,N,,,0,0
2266312UK5326N0001XR,2266312UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0026,OD,OS,T,UR,Industrial,I,7528.94,5581.16,1947.78,7528.94,0.42,31.62,N,,,0,0
2274601UK5327S0001PY,2274601UK5327S,SAN ROMAN DE LOS MONTES,CR,TALAVERA-SM VALDEIGLESIAS 0041,OD,OS,T,UR,Industrial,I,231266.27,175989.91,55276.36,231266.27,0.42,971.32,N,,,0,0
4218814UK5341N0001DL,4218814UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SB 0025,OD,OS,T,UR,Industrial,I,747149.26,741467.63,5681.63,747149.26,0.42,3138.03,N,,,0,0
4820925UK5342S0001DZ,4820925UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR CRISTAL 0023,OD,OS,T,UR,Industrial,I,5268.72,2950.58,2318.14,5268.72,0.42,22.13,N,,,0,0
2370419UK5327S0001JY,2370419UK5327S,SAN ROMAN DE LOS MONTES,CL,CORREOS 0005,OD,OS,T,UR,Industrial,I,8054.27,7587.26,467.01,8054.27,0.42,33.83,N,,50.00,1,1
5421524UK5352S0001GW,5421524UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SJ 0026,OD,OS,T,UR,Industrial,I,22681.89,17556.11,5125.78,22681.89,0.42,95.26,N,,,0,0
5123947UK5352S0001AW,5123947UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SJ 0060,OD,OS,T,UR,Industrial,I,2323.49,224.78,2098.71,2323.49,0.42,9.76,N,,,0,0
2570202UK5327S0001TY,2570202UK5327S,SAN ROMAN DE LOS MONTES,CL,ABAJO 0004,OD,OS,T,UR,Industrial,I,1487.00,1131.03,355.97,1487.00,0.42,6.25,N,,,0,0
5218302UK5351N0001JM,5218302UK5351N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SJ 0015,OD,OS,T,UR,Industrial,I,77505.25,74614.90,2890.35,77505.25,0.42,325.52,N,,,0,0
3857322UK5335N0001BF,3857322UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0258,OD,OS,T,UR,Industrial,I,17523.94,13825.68,3698.26,17523.94,0.42,73.60,N,,,0,0
2372613UK5327S0001RY,2372613UK5327S,SAN ROMAN DE LOS MONTES,CL,VIRGEN DEL BUEN CAMINO 0023,OD,OS,T,UR,Industrial,I,7004.98,5581.16,1423.82,7004.98,0.42,29.42,N,,,0,0
2472606UK5327S0001YY,2472606UK5327S,SAN ROMAN DE LOS MONTES,CR,CASTILLO BAYUELA 0012,OD,OS,T,UR,Industrial,I,15137.18,3126.23,12010.95,15137.18,0.42,63.58,N,,,0,0
3151311UK5335S0001BX,3151311UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0057,OD,OS,T,UR,Industrial,I,18190.30,15806.83,2383.47,18190.30,0.42,76.40,N,,50.00,1,1
2670138UK5327S0001YY,2670138UK5327S,SAN ROMAN DE LOS MONTES,CL,ABAJO 0013,OD,OS,T,UR,Industrial,I,1288.00,786.81,501.19,1288.00,0.42,5.41,S,,,0,0
5421564UK5352S0001FW,5421564UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SJ 0030,OD,OS,T,UR,Industrial,I,21289.96,15523.45,5766.51,21289.96,0.42,89.42,N,,50.00,1,1
4624767UK5342S0001SZ,4624767UK5342S,SAN ROMAN DE LOS MONTES,CL,MAR ALBORAN 0008,OD,OS,T,UR,Industrial,I,2185.49,983.51,1201.98,2185.49,0.42,9.18,N,,,0,0
4037705UK5343N0001DU,4037705UK5343N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0298,OD,OS,T,UR,Industrial,I,23944.94,21382.07,2562.87,23944.94,0.42,100.57,N,,50.00,1,1
4331425UK5343S0001RG,4331425UK5343S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S4 0062,OD,OS,T,UR,Industrial,I,23849.22,13469.51,10379.71,23849.22,0.42,100.17,N,,50.00,1,1
2370102UK5327S0001JY,2370102UK5327S,SAN ROMAN DE LOS MONTES,CL,GRANADILLO 0010,OD,OS,T,UR,Industrial,I,5039.80,4958.63,81.17,5039.80,0.42,21.17,N,,,0,0
2473902UK5327S0001PY,2473902UK5327S,SAN ROMAN DE LOS MONTES,CR,CASTILLO BAYUELA 0009,OD,OS,T,UR,Industrial,I,2915.84,2790.57,125.27,2915.84,0.42,12.25,N,,,0,0
2271805UK5327S0001HY,2271805UK5327S,SAN ROMAN DE LOS MONTES,CL,VIRGEN DEL BUEN CAMINO 0004,OD,OS,T,UR,Industrial,I,10328.79,9015.73,1313.06,10328.79,0.42,43.38,N,,,0,0
3748827UK5334N0001JB,3748827UK5334N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0219,OD,OS,T,UR,Industrial,I,11682.18,10144.47,1537.71,11682.18,0.42,49.07,N,,,0,0
3727823UK5332N0001ZO,3727823UK5332N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0286,OD,OS,T,UR,Industrial,I,22864.66,15598.88,7265.78,22864.66,0.42,96.03,N,,,0,0
2571101UK5327S0001BY,2571101UK5327S,SAN ROMAN DE LOS MONTES,CL,VIÑAS LAS 0004,OD,OS,T,UR,Industrial,I,68096.27,53218.71,14877.56,68096.27,0.42,286.00,N,,,0,0
4218815UK5341N0001XL,4218815UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SB 0025,OD,OS,T,UR,Industrial,I,5543.29,696.86,4846.43,5543.29,0.42,23.28,N,,,0,0
4624701UK5342S0001JZ,4624701UK5342S,SAN ROMAN DE LOS MONTES,CL,ISLA MALLORCA 0001,OD,OS,T,UR,Industrial,I,5463.80,2458.82,3004.98,5463.80,0.42,22.95,N,,,0,0
3313508UK5331S0001BM,3313508UK5331S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0004,OD,OS,T,UR,Industrial,I,22997.81,13336.73,9661.08,22997.81,0.42,96.59,N,,,0,0
2372606UK5327S0001FY,2372606UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0019,OD,OS,T,UR,Industrial,I,4464.06,3735.08,728.98,4464.06,0.42,18.75,N,,,0,0
2269401UK5326N0001GR,2269401UK5326N,SAN ROMAN DE LOS MONTES,CL,ERAS 0010,OD,OS,T,UR,Industrial,I,197923.84,48571.28,149352.56,197923.84,0.42,831.28,S,100%,,0,0
3818417UK5331N0001OG,3818417UK5331N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0013,OD,OS,T,UR,Industrial,I,2531.24,141.61,2389.63,2531.24,0.42,10.63,N,,,0,0
2472612UK5327S0001PY,2472612UK5327S,SAN ROMAN DE LOS MONTES,CL,VIÑAS LAS 0005,OD,OS,T,UR,Industrial,I,27212.71,24578.65,2634.06,27212.71,0.42,114.29,N,,,0,0
2266311UK5326N0001DR,2266311UK5326N,SAN ROMAN DE LOS MONTES,CR,SERRANILLOS 0024,OD,OS,T,UR,Industrial,I,61951.35,25700.74,36250.61,61951.35,0.42,260.20,N,,,0,0
3937103UK5333N0001QE,3937103UK5333N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S5 0293,UE,LO,S,UR,Industrial,I,19676.41,17113.52,2562.89,19676.41,0.42,82.64,N,,,0,0
4821324UK5342S0001IZ,4821324UK5342S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SD 0023,OD,OS,T,UR,Industrial,I,986.25,213.54,772.71,986.25,0.42,4.14,S,,,0,0
2568537UK5326N0001ER,2568537UK5326N,SAN ROMAN DE LOS MONTES,CL,IGLESIA 0004,OD,OS,T,UR,Industrial,I,13798.67,12626.15,1172.52,13798.67,0.42,57.95,N,,,0,0
2471204UK5327S0001DY,2471204UK5327S,SAN ROMAN DE LOS MONTES,CL,HINOJOSA 0005,OD,OS,T,UR,Industrial,I,9292.72,7573.21,1719.51,9292.72,0.42,39.03,N,,,0,0
5123921UK5352S0001GW,5123921UK5352S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SH 0019,OD,OS,T,UR,Industrial,I,23832.81,18621.61,5211.20,23832.81,0.42,100.10,N,,,0,0
2473304UK5327S0001RY,2473304UK5327S,SAN ROMAN DE LOS MONTES,CR,CASTILLO BAYUELA 0001,OD,OS,T,UR,Industrial,I,29809.02,15713.15,14095.87,29809.02,0.42,125.20,N,,,0,0
2370415UK5327S0001RY,2370415UK5327S,SAN ROMAN DE LOS MONTES,CL,CORREOS 0002,OD,OS,T,UR,Industrial,I,1116.58,515.17,601.41,1116.58,0.42,4.69,S,,,0,0
2670132UK5327S0001ZY,2670132UK5327S,SAN ROMAN DE LOS MONTES,CL,ABAJO 0013,OD,OS,T,UR,Industrial,I,4098.32,2557.17,1541.15,4098.32,0.42,17.21,N,,,0,0
2472620UK5327S0001OY,2472620UK5327S,SAN ROMAN DE LOS MONTES,CL,VIRGEN DEL BUEN CAMINO 0063,OD,OS,T,UR,Industrial,I,8731.72,1854.63,6877.09,8731.72,0.42,36.67,N,,,0,0
4046505UK5344N0001SQ,4046505UK5344N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0231,OD,OS,T,UR,Deportivo,K,20323.95,12020.20,8303.75,20323.95,0.42,85.36,N,,50.00,1,1
3921104UK5332S0001FJ,3921104UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S1 0004,OD,OS,T,UR,Deportivo,K,43910.47,23253.60,20656.87,43910.47,0.42,184.42,N,,,0,0
3857304UK5335N0001RF,3857304UK5335N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 7R 0266,OD,OS,T,UR,Deportivo,K,22378.40,10537.87,11840.53,22378.40,0.42,93.99,N,,50.00,1,1
5126912UK5352N0001XJ,5126912UK5352N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA SI 0040,OD,OS,T,UR,Deportivo,K,29433.85,13600.89,15832.96,29433.85,0.42,123.62,N,,,0,0
3252619UK5335S0001OX,3252619UK5335S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 6R 0102,OD,OS,T,UR,Deportivo,K,29516.02,16245.90,13270.12,29516.02,0.42,123.97,N,,50.00,1,1
2268501UK5326N0001FR,2268501UK5326N,SAN ROMAN DE LOS MONTES,CL,JARDINES 0016,OD,OS,T,UR,Deportivo,K,142195.10,49717.59,92477.51,142195.10,0.42,597.22,J,100%,,0,0
3222441UK5332S0001DJ,3222441UK5332S,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S2 0228,OD,OS,T,UR,Deportivo,K,21241.87,13066.26,8175.61,21241.87,0.42,89.22,N,,50.00,1,1
4617823UK5341N0000YK,4617823UK5341N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA Z RECREATIVA 0002,OD,OS,T,UR,Deportivo,K,150509.82,11401.97,139107.85,150509.82,0.42,632.14,N,,,0,0
2472605UK5327S0045YG,2472605UK5327S,SAN ROMAN DE LOS MONTES,CR,CASTILLO BAYUELA 0006,00,01,,UR,Deportivo,K,29205.35,777.52,28427.83,29205.35,0.42,122.66,N,,,0,0
4357115UK5345N0001YK,4357115UK5345N,SAN ROMAN DE LOS MONTES,UR,SERR PLAYA S 8R 0360,OD,OS,T,UR,Deportivo,K,25793.43,13172.83,12620.60,25793.43,0.42,108.33,N,,,0,0
